Continent,Country,City,Name,Firm,Amenities,Price,Rating,Review
Europe,Spain,Basque Country,Hotel Sindika,,"Free parking,Free High Speed Internet (WiFi),Wifi,Bar / lounge,Restaurant,Table tennis,Non-smoking hotel,Laundry service,",,3.0,"After a 250 mile ride the beautiful area and setting of the hotel blew us away, set above the basilica. The Hotel Welcome was friendly the rooms, pool, bar all good. The only let down was the restaurant food the meal was terrible. Breakfast was even worse. "
Europe,Spain,Basque Country,Goiko Benta,Agoda.com,"Free parking,Free High Speed Internet (WiFi),Wifi,Bar / lounge,Restaurant,Children Activities (Kid / Family Friendly),Non-smoking hotel,Laundry service,",,4.5,"Charming restaurant in a 500 hundred year old house in the mountains. The delicious food is regional but also modern, and excellent and unusual wine is available at very reasonable prices. The white-washed dining room with dark beams is subtly lighted. The woman who served us spoke excellent English, and we appreciated her insightful information about Arantzazu. We only ate there once, and much regretted not being able to return as this is by far the best restaurant in the immediate Arantzazu area."
Europe,Russia,Southern District,Guest House Primorskaya,Booking.com,"Free High Speed Internet (WiFi),Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Mosquito net,",,,
Europe,Spain,Balearic Islands,Melbeach Hotel & Spa,,"Free High Speed Internet (WiFi),Pool,Sauna,Free breakfast,Beach,Bicycle rental,Car hire,Facial treatments,WifiHot bathOutdoor poolBar / loungeRestaurantBreakfast availableBreakfast buffetPoolside barConciergeCurrency exchangeNon-smoking hotelDry cleaningLaundry serviceSelf-serve laundry,Wifi,Hot bath,Outdoor pool,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Poolside bar,Concierge,Currency exchange,Non-smoking hotel,Dry cleaning,Laundry service,Self-serve laundry",,5.0,"A fantastic hotel in a unique location! Everything is great here! Very clean hotel and rooms are very tastefully decorated. The staff are exceptionally helpful and attentive, always working with a smile. Breakfast and dinner are of unique quality, very diverse and tasteful. A must for anyone looking for a small-scale hotel, who wants to completely relax in a unique location right on the beach in picturesque Canyamel"
Europe,Spain,Canary Islands,Apartamentos Suenos de Icod,,,,,
Europe,Spain,Balearic Islands,The Guest House Cala Millor,,"Wifi,Golf course,Baggage storage,Clothes dryer,",,4.5,Anne has a lovely guesthouse here. I have to admit it was 100 times better than the reviews say. Room is spotless. Beds are spotless. Anne is a real lady. There's a fabulous pastry shop directly across the street from the guesthouse. I would definitely recommend this accommodation for anyone! My mam loved it too. So close to the beach and restaurants. Biggest regret was not going to the Stanley tea rooms! Next time definitely.  Thanks Anne for a very enjoyable stay!
Europe,Russia,Southern District,Mini Gostinitsa Na Ivana Golubtsa,,,,,
Europe,Germany,Bavaria,Garten EdenFornbach,,,,,
Europe,Germany,Bavaria,GROSCH Brauhotel & Gasthof,Agoda.com,"Free parking,Free High Speed Internet (WiFi),Restaurant,Game room,Hiking,Pets Allowed ( Dog / Pet Friendly ),Meeting rooms,Fax / photocopying,Special diet menusNon-smoking hotel24-hour front deskLaundry serviceIroning serviceShoeshine,Special diet menus,Non-smoking hotel,24-hour front desk,Laundry service,Ironing service,Shoeshine",,4.5,"Four of us enjoyed an excellent lunch here - the main courses being liver in a beer sauce, a pork schnitzel, a pork steak and marinated beef in a horse radish sauce - all excellent. Being also a very old brewery, the Grosch offered a wide range of beers brewed there. We would definitely go there again given the opportunity."
Europe,Germany,Bavaria,Landhaus Marga,,"Free parking,Free High Speed Internet (WiFi),Kid-friendly buffet,Bicycle rental,Golf course,Shuttle bus service,Newspaper,Non-smoking hotel,HikingMini golfSki schoolSkiingTennis courtFishingOutdoor furniture,Hiking,Mini golf,Ski school,Skiing,Tennis court,Fishing,Outdoor furniture",,5.0,"Mirko and Karen are wonderful hosts. Both are professionals (Mirko is a very early retired Senior Executive and Karin is an Osteopath) who made their dream of owning and running a small hotel come true. The place is very clean, the breakfast beyond expectations and if you let them they will exceed any of your expectations in terms of being a host. Mirko and Karin focus on you as a person. Very individual and idealistic. Wonderful!  A great add on: all local gondolas are included for guests during the summer months from April to October. Including Nebelhornbahn which alone costs 35 Euros .  Thank you for the wonderful days. I will be back for sure. Breakfast with is excellent see pics below."
Europe,Germany,Bavaria,Wagners Hotel + Restaurant Im Frankenwald,,"Free parking,Free High Speed Internet (WiFi),Pool,Sauna,Bar / lounge,Bicycle rental,Game room,Babysitting,Street parkingPublic wifiHot bathIndoor poolOutdoor poolRestaurantBreakfast buffetKids' mealsVending machineHikingTennis courtFishingTable tennisBoard games / puzzlesChildren Activities (Kid / Family Friendly)Kids poolPets Allowed ( Dog / Pet Friendly )Airport transportationMeeting roomsFax / photocopyingSpaHammamConvenience storeNewspaperNon-smoking hotelSun terraceATM on siteLaundry serviceShoeshine,Street parking,Public wifi,Hot bath,Indoor pool,Outdoor pool,Restaurant,Breakfast buffet,Kids' meals,Vending machine,Hiking,Tennis court,Fishing,Table tennis,Board games / puzzles,Children Activities (Kid / Family Friendly),Kids pool,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Meeting rooms,Fax / photocopying,Spa,Hammam,Convenience store,Newspaper,Non-smoking hotel,Sun terrace,ATM on site,Laundry service,Shoeshine",,3.5,"On our way to the Czech Republic, we stayed at this hotel for the night. We got a warm welcome at the reception and when we entered our initial booked room and asked for a room in a different location, the front office lady right away assisted and provided us with the alternative room. The booking was including the use of the pool areas and sauna. That afternoon a pool disco was organized with foam guns and loud music. Awesome, we enjoyed this a lot. The dinner menu is a bit limited but the food is excellent.  Breakfast buffet is average. Overall a nice experience with so friendly people operating the hotel on a day to day basis. Plenty of free car park."
Europe,Germany,Bavaria,Pension Karin,,,,5.0,"Leicht anzufahren vom Main Rad-Weg, dennoch ruhig. Modern ausgestattete Zimmer, da fehlt es an nichts. Räder kommen in die Garage. Frühstück passt. Ein Genuss die hauseigenen Biere. Service familiär und tadellos."
Europe,Spain,Balearic Islands,La Santa Maria Apartamentos,,"Pool,Hot bath,Bar / lounge,Babysitting,Children Activities (Kid / Family Friendly),Shuttle bus service,Concierge,Dry cleaning,Restaurant,Restaurant",,3.0,"Wir waren schon oft in Cala Millor,wollten mal was neues ausprobieren. Mit Selbstversorgung ohne das man sich an die Essenszeiten halten muß. Wir kamen Abends um 23.00 Uhr an. Haben versucht in das Haus reinzukommen,war verschlossen. Bis wir dann ein Skizze gesehen haben ,das wir doch eine Straße weiter zum Haupthotel gehen sollten um uns dort unsere Zimmerkarten zu holen. Wir kannten uns zum Glück aus, bei Leuten die nicht so Ortskundig sind, könnte es schwierig werden. Wir kamen in ein sehr kleines Treppenhaus mit einem sehr kleinen Aufzug, wo man sich überlegt die Koffer alleine nach Oben zu schicken und selber dann durch das enge Treppenhais zu laufen, mit Gepäck und 2 Personen geht gar nicht.Im Zimmer angekommen sah es aus als wäre gerade jemand ausgezogen und hätte das"
Europe,Spain,Balearic Islands,Hoposa Daina Hotel,,"Free public parking nearby,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Beach,Bicycle rental,Airport transportation,WifiPool with viewOutdoor poolBar / loungeRestaurantBreakfast buffetSnack barPoolside barDivingHikingMini golfSnorkellingWindsurfingEvening entertainmentFishingCar hireFax / photocopyingMassageSolariumBaggage storageConciergeCurrency exchangeNewspaperNon-smoking hotelSun terraceSun umbrellas24-hour front deskDry cleaningLaundry serviceIroning service,Wifi,Pool with view,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Snack bar,Poolside bar,Diving,Hiking,Mini golf,Snorkelling,Windsurfing,Evening entertainment,Fishing,Car hire,Fax / photocopying,Massage,Solarium,Baggage storage,Concierge,Currency exchange,Newspaper,Non-smoking hotel,Sun terrace,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service",,4.5,"We got placed in this hotel because our appartment was closed. Incredibly friendly reception did everything to compensate it. But they did way more than that, it was a simply outstanding service they were offering. The room we were offered was a mega upgrade from the appartment we booked. They really do everything for the costumer and with spontanity.  The breakfast is the same every day, BUT they offer a wide variety in the plates themselves, so there's actually a lot of choice so you're not eating the same everyday if you wish so.   The room was cleaned daily and it's spotless everywhere you look. I was told the hotel was renovated recently and it showed. The hotel radiates a modern style with class.   THE POOL! Although a mix of salt & chlorinated water it was located ""in the"
Europe,Spain,Balearic Islands,Occidental Playa de Palma,,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Bicycle rental,Evening entertainment,Airport transportation,ParkingWifiIndoor poolOutdoor poolHeated poolFitness / spa changing roomsSaunaBar / loungeRestaurantBreakfast buffetPoolside barCar hireBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsSteam roomBaggage storageConciergeCurrency exchangeDry cleaningLaundry service,Parking,Wifi,Indoor pool,Outdoor pool,Heated pool,Fitness / spa changing rooms,Sauna,Bar / lounge,Restaurant,Breakfast buffet,Poolside bar,Car hire,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Steam room,Baggage storage,Concierge,Currency exchange,Dry cleaning,Laundry service",,4.0,"I stayed there for two nights, everything waw perfect ane the staff was amazing. For sure I will come back soon. I recommend it for people that want to enjoy some beautiful days in Mallorca and super good location"
Europe,Spain,Balearic Islands,La Goleta Hotel de Mar,,"Free High Speed Internet (WiFi),Pool,Free breakfast,Beach,Bicycle rental,Car hire,Fax / photocopying,Adults only,WifiPool / beach towelsRooftop poolOutdoor poolBar / loungeRestaurantBreakfast buffetComplimentary instant cofffeeSnack barRooftop terraceBaggage storageNewspaperNon-smoking hotelSun terrace24-hour front deskDry cleaningLaundry service,Wifi,Pool / beach towels,Rooftop pool,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Complimentary instant cofffee,Snack bar,Rooftop terrace,Baggage storage,Newspaper,Non-smoking hotel,Sun terrace,24-hour front desk,Dry cleaning,Laundry service",,4.5,Stayed here for a short break. Have stayed in port pollensa before but 1st time at this hotel. The staff were fantastic friendly and helpful. The hotel was modern fresh and clean. It was in the ideal location to make the most of what this area has to offer. Would definitely stay here again.
Europe,Spain,Balearic Islands,Apartamentos Bressol,,"Free public parking nearby,Free High Speed Internet (WiFi),Pool,Bicycle rental,Canoeing,Airport transportation,Massage,Baggage storage,InternetOutdoor poolDivingHikingSnorkellingSquashTennis courtWindsurfingDartsFishingShuttle bus serviceCar hireSalonNon-smoking hotelSun terracePrivate check-in / check-outLaundry service,Internet,Outdoor pool,Diving,Hiking,Snorkelling,Squash,Tennis court,Windsurfing,Darts,Fishing,Shuttle bus service,Car hire,Salon,Non-smoking hotel,Sun terrace,Private check-in / check-out,Laundry service",,4.5,"We enjoyed 3 nights in these apartments. We had a large 2 bedroom and all rooms were well proportioned. The pool area was lovely and had plenty of shade. The apartment was very clean, although the bathroom and kitchen tiles were dated. This did not bother, it rather added to it's charm.  Maria, the host was very helpful and accommodating. We will definitely book again."
Europe,Spain,Balearic Islands,Hotel Capri,,"Free High Speed Internet (WiFi),Free breakfast,Beach,Bicycle rental,Car hire,Fax / photocopying,Baggage storage,Non-smoking hotel,WifiBar / loungeRestaurantBreakfast buffetBreakfast in the roomSnack bar24-hour front deskLaundry service,Wifi,Bar / lounge,Restaurant,Breakfast buffet,Breakfast in the room,Snack bar,24-hour front desk,Laundry service",,4.5,Originally booked into the sister hotel - Hotel Eolo -we were switched to Hotel Capri due to the Eolo not being open due to the pandemic.  Communication prior to the trip was first class and the fantastic service continued when we arrived.  Perfectly positioned on the Pine Walk and with stunning views we will definitely return.  Clean - safe - great customer service   Breakfast is great and included in the price.  Recommended 
Europe,Spain,Balearic Islands,Hoposa Hotel & Apartments Villaconcha,,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Bicycle rental,Entertainment staff,Children Activities (Kid / Family Friendly),WifiPool / beach towelsOutdoor poolHeated poolRestaurantBreakfast availableBreakfast buffetKid-friendly buffetPoolside barEvening entertainmentKids clubKids' outdoor play equipmentSpaNon-smoking hotelDry cleaningLaundry service,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kid-friendly buffet,Poolside bar,Evening entertainment,Kids club,Kids' outdoor play equipment,Spa,Non-smoking hotel,Dry cleaning,Laundry service",,4.5,"Delighted with our stay. Staff was very welcoming, calm & friendly. The rooms were modern and extra clean. Very relaxing and enjoyable experience with a little one. Sad to see the hotel close temporarily. Will be staying again!  "
Europe,Spain,Balearic Islands,Llenaire Hotel,,"Free parking,Free High Speed Internet (WiFi),Pool,Sauna,Free breakfast,Bicycle rental,Tennis court,Pets Allowed ( Dog / Pet Friendly ),WifiOutdoor poolBar / loungeRestaurantBreakfast buffetComplimentary welcome drinkOutdoor dining areaAirport transportationCar hireSteam room24-hour securityChapel / shrineConciergeNon-smoking hotelOutdoor furnitureSun deckSun umbrellasUmbrella24-hour check-in24-hour front deskDry cleaningLaundry service,Wifi,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Complimentary welcome drink,Outdoor dining area,Airport transportation,Car hire,Steam room,24-hour security,Chapel / shrine,Concierge,Non-smoking hotel,Outdoor furniture,Sun deck,Sun umbrellas,Umbrella,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service",,5.0,"The views are stunning, the hotel is very nice, few rooms and relaxed environment. Not too far from port and Pollensa village by car. We visited the place with family and a small dog with another couple. Service is very good."
Europe,Germany,Bavaria,Haus Alpengluhen,,,,4.0,"Die Pension Alpenglühen hat 4 Ferienwohnungen unterschiedlicher Größe. Alle Zimmer haben eine kleine Küche und sind sehr gemütlich eingerichtet. Die Zimmer sind sehr sauber und das Haus sehr gepflegt. Die Inhaber sind sehr freundlich und hilfsbereit. Die Übernachtungspreise variieren je nach Wohnung für 2 Personen zwischen 34 und 46 EUR pro Nacht. Frühstück wird nicht angeboten, auch keine anderweitige Verpflegung. Allerdings kann man bei der Wirtin Brötchen für das Frühstück bestellen. Die findet man dann am Morgen in einer Tasche an der Zimmertür. Da die Küche mit Kaffeemaschine, Kühlschrank und Geschirr eingerichtet ist, kann man gemütlich dort frühstücken. Die Pension liegt im Stadtteil Fischen / Au. Die Ortsmitte von Fischen kann fußläufig erreicht werden. Dort findet man"
Europe,Germany,Bavaria,Hotel Rosenstock,,"Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Babysitting,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Shuttle bus service,WifiIndoor poolBar / loungeRestaurantBreakfast buffetSpaSki In / Ski OutBaggage storageConciergeNon-smoking hotelDry cleaningLaundry service,Wifi,Indoor pool,Bar / lounge,Restaurant,Breakfast buffet,Spa,Ski In / Ski Out,Baggage storage,Concierge,Non-smoking hotel,Dry cleaning,Laundry service",,4.5,"So in this region it doesn't matter too much what hotel you choose from a views perspective.  You can pretty much close your eyes and point and you'll see the Alps.  So the views are fantastic for sure!  The hotel is nice.  As a US based traveler it always good to have staff that can help with English.  And their staff was fantastic with this.  I had corresponded with them prior to my arrival via email and they were very attentive to my questions, and helped a good deal.  Upon arrival we were warmly greeted and found the staff to be very clear and understandable. The rooms were ok.  Nothing overly fantastic.  But clean and well maintained.  One big thing for them is if you are planning on traveling up to the mountains using the cable cars, you get a card that covers the cost of"
Europe,Germany,Bavaria,Alte Muhle - Hotel und Restaurant,,"Free parking,Free High Speed Internet (WiFi),Free breakfast,Hiking,Pets Allowed ( Dog / Pet Friendly ),Meeting rooms,Baggage storage,Newspaper,WifiBar / loungeRestaurantBreakfast in the roomSpecial diet menusNon-smoking hotelLaundry serviceIroning serviceShoeshine,Wifi,Bar / lounge,Restaurant,Breakfast in the room,Special diet menus,Non-smoking hotel,Laundry service,Ironing service,Shoeshine",,5.0,"We were in the area for just one night and picked the small hotel by chance. It is an old mill building that has been completely redone. Everything looks nice, clean and inviting. There is ample parking, the staff is very friendly, the rooms are clean - ours had a nice view at the little stream running by. The rooms are big enough and - the hotel being very much in the countryside - very quiet. Everything was very clean, with tea and coffee facilities. There is no mini bar, but we did not miss it.  The breakfast buffet is not too big, but offers a wide range of things, everything with really good quality. We really enjoyed breakfast. We did not have lunch or dinner, but the menu looks promising."
Europe,Germany,Bavaria,Landhaus Julia,,"Free parking,Free High Speed Internet (WiFi),Vending machine,Golf course,Hiking,Non-smoking hotel,Outdoor furniture,Express check-in / check-out,Secured parkingSkiingShared lounge / TV area,Secured parking,Skiing,Shared lounge / TV area",,4.0,"Wir haben einen 4-tägigen Kurzurlaub im schönen Allgäu verbracht. Die Unterkunft war ok. Das Landhaus Julia liegt leider direkt an der Straße, außerhalb des Ortskerns, d.h. hier gilt nicht mehr die 40-Zone. Demnach ist es ziemlich laut, wenn die Autos kurz nach dem Ort aufs Gas drücken oder kurz bevor sie einfahren. Wir hatten die Fenster abends/nachts zu, offen war es uns zu laut. Zum Glück war es nicht so warm. Das Zimmer war ok. Gute Größe, gemütliche Betten. Das Bad ist schön und neu. Wir hatten keinen Balkon! Das Frühstück war klein, aber auch ok. Angemessen für eine Pension. Brötchen gibt es auf Wunsch auch andere, jedoch nur auf Vorbestellung. Man sollte auch genug Bargeld dabei haben, da es keine Kartenzahlung gibt. Da wir heutzutage fast nur noch mit Karte zahlen und"
Europe,Germany,Bavaria,Pension Gastehaus Endres,,,,,
Europe,Germany,Bavaria,Appartementhaus Angelika,,,,,
Europe,Germany,Bavaria,Pension Messmang,,,,,
Europe,Germany,Bavaria,Gaisbock,,"Free parking,Free High Speed Internet (WiFi),Free breakfast,Bicycle rental,Game room,Babysitting,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,WifiBar / loungeRestaurantSpecial diet menusVending machineGolf courseHikingMini golfSki schoolCar hireNon-smoking hotelOutdoor furnitureSun terraceDry cleaningLaundry service,Wifi,Bar / lounge,Restaurant,Special diet menus,Vending machine,Golf course,Hiking,Mini golf,Ski school,Car hire,Non-smoking hotel,Outdoor furniture,Sun terrace,Dry cleaning,Laundry service",,4.5,"Centre of quiet village, spacious, bright and very clean. Beautiful view. Family of 5, lots of room for everyone.  We self-catered. There was a bakery across the road, supermarket short stroll away, Eis cafe on the corner. Had dinner twice in the restaurant downstairs, delicious food, lovely staff. Carmen is fantastic. Wonderful walks and hikes all around.  Highly recommend it.  Didn't want to leave."
Europe,Germany,Bavaria,Landhaus Schmid,Agoda.com,"Free High Speed Internet (WiFi),Fitness Centre with Gym / Workout Room,Restaurant,Bicycle rental,Bicycles available,Kids' outdoor play equipment,Airport transportation,Spa,WifiSaunaKids' mealsSpecial diet menusHikingSkiingBoard games / puzzlesMassageBaggage storageChapel / shrineNewspaperNon-smoking hotelSun terraceShoeshine,Wifi,Sauna,Kids' meals,Special diet menus,Hiking,Skiing,Board games / puzzles,Massage,Baggage storage,Chapel / shrine,Newspaper,Non-smoking hotel,Sun terrace,Shoeshine",,4.0,"wir waren zwei wrwachsene und drei kinder und verbrachten 4 tage im landhaus schmid. die eigentümer und auch alle mitaarbeiter sind sehr freundlich und stets um das wohlbefinden der gäste bemüht, zudem sind sie immer für scherze zu haben. für kinder gibt es einen spielplatz und wine große wiese zum toben. auch sind 4 pferde vorhanden, die zwar nicht geritten werden können, dafür aber immer für eine streicheleinheit zu haben sind."
Europe,Germany,Bavaria,Pension Walther,,,,2.5,"Just returned from a week in this beautiful area. Our room was spacious,clean though slightly dated. Good sized shower room. We had a balcony with views to the mountains. Breakfast more than adequate and good value for money. Madame Walther rather surly but provided everything when required. At only €35 per night it represented excellent value and in the heart of a lovely village with great train links. Had to pay with cash as no facility for paying with card. Would we stay here again? Definitely!!!"
Europe,Germany,Bavaria,Lago - Ferienwohnungen,,,,,
Europe,Germany,Bavaria,Auerhof,,"Internet,",,4.0,"Dieses Hotel ist inhabergeführt und zeichnet sich besonders durch das Engagement der Wirtsleute aus, die sich bemühen immer kleine Highlights in das Wochenprogramm einzubringen. Sie ist Restaurantfachfrau und er Koch! Das Essen ist immer frisch gekocht, abwechslungsreich, reichhaltig aber ohne Schicki-Micki. Zum Kaffee gibt es selbstgebackenen Kuchen! Die Zimmer sind etwas klein und nicht in jedem Falle sehr modern eingerichtet. Das Preis- Leistungsverhältnis ist im Gesamtpaket für das Oberallgäu sehr gut."
Europe,Germany,Bavaria,Braustubl Gasthof,,"Bar / lounge,Restaurant,Pets Allowed ( Dog / Pet Friendly ),",,2.0,"I liked this little informal guesthouse just fine until one night when I actually needed something... and there was not a soul on the premises to help me!  You see, there is no office or reception area at all... so, when the little restaurant is closed, as it is this Saturday night, there is no one at all to trouble-shoot.  They give only one key to each couple... on a big, old-fashioned brass fob... so, when my partner went out to the music festival and I needed to leave the hotel to get some food, I couldn’t do it!   There’s a door at the entrance to the stairs that requires a key, and the front door to the guesthouse also requires a key.  Plus, you need a key if you want to lock your room.  I went downstairs to look for someone who could lend me another key, and not only was"
Europe,Germany,Bavaria,Ferienwohnung Keller,,,,,
Europe,Germany,Bavaria,Landhaus Weber,,,,,
Europe,Germany,Bavaria,Hotel Waldsee,,"Free parking,Free High Speed Internet (WiFi),Fitness Centre with Gym / Workout Room,Bar / lounge,Bicycle rental,Golf course,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Paid private parking on-siteWifiSaunaRestaurantBreakfast buffetBreakfast in the roomKids' mealsHikingFishingMeeting roomsFax / photocopyingSpaMassageNewspaperNon-smoking hotelLaundry serviceIroning serviceShoeshine,Paid private parking on-site,Wifi,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Hiking,Fishing,Meeting rooms,Fax / photocopying,Spa,Massage,Newspaper,Non-smoking hotel,Laundry service,Ironing service,Shoeshine",,4.5,"We visited this hotel last year, and this time for 6 days. We had room no 6 with a big balcony(Terrace) with beautiful views of the lake. The location of this hotel is extraordinary, perfect for walks, views and even bathing. They also have a good restaurant. The room actually consists of 2 rooms, one small room for sitting and one bedroom, and in the summer this terrace. Perfect. The bathroom is not big, but good enough. Some refurbishment is needed here and there. The breakfast is actually absolutely ok, but refilling of food is sometimes very slow and reduces the impression. They price of the room is surprisingly low."
Europe,Spain,Balearic Islands,Villa La Caseta,,,,1.0,Do not book with Jet2 or  Solmar Villas for the early season particularly.  We booked for 25.4.18 and found La Caseta totally unacceptable in terms of cleanliness and damp.  They were obviously not expecting us although we booked at the beginning of March through Jet2 holidays. The key code we were given to the property was incorrect. We were stranded on the outside of the gates for 2 hours trying to phone to get the correct code.  Then when we got in the damp musty smell of a house that had been sealed up for the winter season hit us.  It had not been cleaned - dead insects everywhere.  Solmar Villas offered us no alternative accommodation and expected us to sleep on damp beds and bedding. We found one night's accommodation elsewhere.  The next day the rep got the cleaners in
Europe,Spain,Balearic Islands,Apartamentos Las Palmeras,Booking.com,,,5.0,"The apartment is lovely, really clean and central to everything. Ziane is really friendly and helpful, he gives you his contact details should you have any problems but we've had none. There are those little added extras in the apartments that also make it a lovely little find. I would highly recommend these apartments. "
Europe,Spain,Basque Country,Hotel Zenit San Sebastian,,"Paid public parking nearby,Free High Speed Internet (WiFi),Hot bath,Bar / lounge,Bicycle rental,Car hire,Business Centre with Internet Access,Meeting rooms,Car parkWifiRestaurantBreakfast availableBreakfast buffetSalonSolariumRooftop terraceBaggage storageConciergeNon-smoking hotel24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning service,Car park,Wifi,Restaurant,Breakfast available,Breakfast buffet,Salon,Solarium,Rooftop terrace,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service",,4.0,"Surprising environment, acceptable room, terrible view, the staff was nice. I have already seen comments saying that the hotel was to expensive for what it is and I confirme.  In which world a 4 stars hotel can serve a fruit salad like this one ? "
Europe,Spain,Balearic Islands,Diamant Junior,,"Paid wifi,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Beach,Children Activities (Kid / Family Friendly),Kids club,Pets Allowed ( Dog / Pet Friendly ),InternetHot bathIndoor poolOutdoor poolRestaurantAirport transportationConciergeNon-smoking hotelLaundry service,Internet,Hot bath,Indoor pool,Outdoor pool,Restaurant,Airport transportation,Concierge,Non-smoking hotel,Laundry service",,4.0,"Although the resort was very pleasant and the area beautiful, my family and I were in the minority as 99% of the holidaymakers were German.  Very few of the hotel staff spoke English and all information was in German.  Even  the food descriptions in the restaurant were in Spanish and German only.  I'm sure that if we were able to speak German we would have been able to make friends here as the majority of the guests seemed to be friendly.  We think our travel agent in England should have known this hotel or the area of Cala Ratjada was not the best resort to book us into.  On our return journey we spoke to other English holidaymakers who had stayed in other resorts and they said they had not experienced the same problem and that there were plenty of English speaking"
Europe,Spain,Canary Islands,Luxury Center Apartments,,,,,
Europe,Spain,Canary Islands,North Dreams Apartments,,,,,
Europe,Spain,Balearic Islands,Hotel Port Mahon,,"Free public parking nearby,Free High Speed Internet (WiFi),Pool,Free breakfast,Car hire,Business Centre with Internet Access,Banquet room,Baggage storage,WifiPool with viewOutdoor poolBar / loungeRestaurantBreakfast buffetBreakfast in the roomPoolside barMeeting roomsFax / photocopyingConciergeCurrency exchangeNewspaperNon-smoking hotelSun terraceDry cleaningLaundry serviceIroning service,Wifi,Pool with view,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Breakfast in the room,Poolside bar,Meeting rooms,Fax / photocopying,Concierge,Currency exchange,Newspaper,Non-smoking hotel,Sun terrace,Dry cleaning,Laundry service,Ironing service",,4.5,"Having enjoyed our stay in this hotel 3 years ago, we decided to return. We booked a sea view room as the views over the harbour are great and we love sitting on the balcony watching the boats coming and going. Even in November it was warm enough to sit on the balcony. We had room 107, just as last time - thank you. Just like on our first visit, the staff were all very friendly and helpful. The breakfast was among the best, great continental selection and a very good hot buffet, There was plenty of fresh fruit, good quality coffee and nice choice of fruit juices. We will definitely return to this great hotel and beautiful island of Menorca."
Europe,Spain,Balearic Islands,Hostal Los Pinos,,"Free parking,Free internet,Pool,Free breakfast,Bicycle rental,Airport transportation,Concierge,Non-smoking hotel,WifiOutdoor poolBar / loungeBreakfast availableCar hire,Wifi,Outdoor pool,Bar / lounge,Breakfast available,Car hire",,4.5,"My friend and I have just spent eight nights at Los Pinos. We found it extremely clean and comfortable and Ramon, the host, was very helpful and kind. The beds are comfy, rooms perfectly adequate and breakfast on the terrace most enjoyable. We enjoyed the pool too - clean and sheltered. All in all, very good value.  "
Europe,Spain,Balearic Islands,Villa Els Fiters,,"Pool,",,,
Europe,Spain,Balearic Islands,Ca'N Crespi Apartments,,,,,
Europe,Spain,Balearic Islands,Pinos Altos,,"Free internet,Internet,",,4.5,"Booked through a discount holiday company. We are a family of 5, so after paying flights, limited budget remains... I am always worried we'll end up somewhere that barely has a roof and no windows. However so far been lucky.   We arrived to a clean lounge area, with a notice of those due to check in and corresponding room number. Our room (11) was on an upper level, with a double bedroom, single bedroom and 2 good size (and comfortable!) Single sofa bed in lounge area...we also had 2 balconies. The pool area with sun loungers was clean at all times. The whole appartments and outdoor area are well maintained. Indeed on afternoon of first day I noted the pool side shower drain was clogged- second morning, first thing, maintenance were sorting it! 👍 There is also a female and male"
Europe,Germany,Bavaria,Seebauer-Hotel Ente Von Wassertrudingen,,"Paid private parking on-site,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Billiards,Pets Allowed ( Dog / Pet Friendly ),Business Centre with Internet Access,WifiSaunaBar / loungeRestaurantSpecial diet menusMeeting roomsFax / photocopyingNon-smoking hotelDry cleaning,Wifi,Sauna,Bar / lounge,Restaurant,Special diet menus,Meeting rooms,Fax / photocopying,Non-smoking hotel,Dry cleaning",,4.0,"An unpretentious, down to the earth hotel at low prices. The kitchen is solid German. Located in the middle of everything in this small town of about 6000+ inhabitants. Museums: Fluvius, fortress, remnants of Gartenschau 2019, nearby Roman ruins, Franconian lakes etc etc."
